query	reference	matches	score
C04	2-Methylmalonic acid_2TMS	1	0.001475473799240159
C04	2-Oxoadipic acid_2TMS isomer 1	4	0.02828039531964525
C04	2-Oxoadipic acid_2TMS isomer 2	3	0.006407348484311745
C04	3,4-Dihydroxybenzeneacetic acid_3TMS	1	5.5282765679587655e-05
C04	3-Methylglutaric acid_2TMS	1	0.003594041990421429
C04	4-Hydroxy-3methoxyphenylacetic acid_2TMS	2	0.00015298421659978203
C04	5-Hydroxyindole-3-acetic acid_3TMS	1	0.0002523089524107578
C04	5-Methylcytidine_4TMS isomer 1	4	0.34346939534762594
C04	5-Methylcytidine_4TMS isomer 2	3	0.28543198500069233
C04	6-Aminocaproic acid_2TMS	2	0.10619567611017447
C04	7-Dehydrocholesterol_1TMS	1	5.141058858641969e-05
C04	Acetylalanine_1TMS	4	0.014405128965495562
C04	Acetylalanine_2TMS	1	0.00013397884001134768
C04	Acetylaspartic acid_2TMS	2	0.007451569744945383
C04	Acetylaspartic acid_3TMS	2	0.0016826233599528855
C04	Acetylgalactosamine_4TMS	8	0.15105267638270908
C04	Acetylgalactosamine_5TMS isomer 1	8	0.1441959248180585
C04	Acetylgalactosamine_5TMS isomer 2	9	0.1898754032775037
C04	Acetylglucosamine_5TMS isomer 1	10	0.16676514014994784
C04	Acetylglucosamine_5TMS isomer 2	9	0.19071295449538686
C04	Acetylglutamic acid_2TMS	4	0.017406937878141984
C04	Acetylglutamic acid_3TMS	4	0.008481743051381167
C04	Acetylglutamine_2TMS	2	0.0006588003775572307
C04	Acetylglutamine_3TMS	4	0.00870196059976825
C04	Acetylglutamine_4TMS	1	0.00019145716281214806
C04	Acetylleucine_1TMS	2	0.0065426016414863826
C04	Acetylleucine_2TMS	4	0.006836175008653403
C04	Acetyllysine_4TMS	1	0.00023796631427611012
C04	Acetylmethionine_1TMS	2	0.005612243009596064
C04	Acetylmethionine_2TMS	3	0.001907217787391963
C04	Acetylphenylalanine_1TMS	2	0.0014336775669486189
C04	Acetylproline_1TMS	1	0.00027844821815367166
C04	Acetylserine_2TMS	4	0.005370857685379503
C04	Acetylserotonin_2TMS isomer 1	1	0.0005261766083617434
C04	Acetylserotonin_2TMS isomer 2	2	0.0006643306158625007
C04	Acetylserotonin_3TMS	1	0.0002238144968462834
C04	Acetylserotonin_TMS derivative	1	0.00040683369740829263
C04	Acetyltryptophan_2TMS isomer 2	1	0.01702258863820539
C04	Adenosine_4TMS	5	0.2714402791226034
C04	Adenosine_5TMS	3	0.09656116453569773
C04	Allose_5TMS isomer 1	6	0.17606760242802236
C04	Allose_5TMS isomer 2	7	0.18066647248643555
C04	Arabitol_5TMS	9	0.7965455552353746
C04	Arabitol_5TMS	9	0.797222795453023
C04	Arabitol_5TMS	10	0.7965455552353746
C04	Arabitol_5TMS	10	0.797222795453023
C04	Arginine_3TMS	1	0.0005538855586650291
C04	Ascorbic acid_4TMS	2	0.0011776133489100472
C04	Asparagine_2TMS	1	0.0003619735618508065
C04	Asparagine_3TMS	3	0.011517408656872462
C04	Asparagine_4TMS isomer 1	3	0.0026314736140325905
C04	Asparagine_4TMS isomer 2	1	0.00017158430516333182
C04	Aspartic acid_2TMS	1	0.001370215511628926
C04	Aspartic acid_3TMS isomer	1	0.00024892126232327447
C04	Aspartic acid_4TMS	3	0.0006822108511152263
C04	Azelaic acid_2TMS	5	0.13049997062182284
C04	Cholestatrienol_1TMS	2	0.000521615220534706
C04	Cholestenone	1	0.00011787603145849563
C04	Cotinine	1	0.00024249564657710933
C04	Creatinine_3TMS	2	0.0005059133560552833
C04	Cysteine_3TMS	2	0.0024686966239285987
C04	Cysteine_4TMS	2	0.008425808667158918
C04	Cystine_4TMS	2	0.006576483780631381
C04	Cytidine_4TMS	3	0.44482373622232746
C04	Cytidine_5TMS	4	0.3997085407154892
C04	Dehydrocholesterol_1TMS	1	0.00011706408913471631
C04	Dehydroergosterol_1TMS	2	0.00016181076894252567
C04	Dehydroestradiol_2TMS	2	0.00011238516359559561
C04	Deoxycholic acid_3TMS	1	0.007159301559069759
C04	Dopamine_3TMS	1	6.792383057604149e-05
C04	Estradiol_2TMS	3	0.07109963975067304
C04	Estrone_1TMS	1	9.722771305838058e-05
C04	Estrone_1TMS	1	0.00019845316673836998
C04	Estrone_1TMS	4	9.722771305838058e-05
C04	Estrone_1TMS	4	0.00019845316673836998
C04	Ferulic acid_2TMS	1	3.718257706564096e-05
C04	Fructose_5TMS isomer 1	15	0.8584043516463441
C04	Fructose_5TMS isomer 2	18	0.8766735109915144
C04	Galactitol_6TMS	7	0.7806107803952179
C04	Galactose_5TMS isomer 1	8	0.3006767149359741
C04	Galactose_5TMS isomer 2	7	0.2556489157499285
C04	Gluconic acid-1,4-lactone	7	0.8218494858172634
C04	Gluconic acid-1,5-lactone	7	0.2796912288768471
C04	Gluconic acid_6TMS	5	0.2360040420412564
C04	Gluconolactone	6	0.31279236343993905
C04	Glucose-6-phosphate_6TMS isomer 1	7	0.1219595700508292
C04	Glucose-6-phosphate_6TMS isomer 2	7	0.10596867036466544
C04	Glucose_5TMS isomer 1	10	0.21294809030461087
C04	Glucose_5TMS isomer 2	7	0.19622454099632275
C04	Glucuro-3,6-lactone_3TMS isomer 1	10	0.4053054800625261
C04	Glucuro-3,6-lactone_3TMS isomer 2	5	0.14886083533231673
C04	Glutamic acid_2TMS	3	0.0017939169557104281
C04	Glutaric acid_2TMS	2	0.014000134809409544
C04	Glycylleucine_4TMS	1	0.011024916986542664
C04	Guanine_4TMS	1	7.809190417836751e-05
C04	Guanosine_5TMS	3	0.14417094173215056
C04	Hippuric acid_1TMS	1	5.081399478456336e-05
C04	Hippuric acid_2TMS	2	0.0007869837810847957
C04	Homocysteine_4TMS	1	0.00015479761061568448
C04	Homoserine_3TMS	1	0.003577355590978187
C04	Indole-3-acetamide_3TMS	2	0.001468155792847551
C04	Inosine_4TMS	4	0.5658962238476499
C04	Isocitric acid_4TMS	2	0.03220765739784714
C04	Kynurenic acid_2TMS	1	0.0015717099731213287
C04	Kynurenine_2TMS	2	0.14888841550356635
C04	Kynurenine_4TMS	2	0.023847009809945287
C04	Leucine_2TMS	2	0.0012695513914256073
C04	Lithocholic acid_2TMS	3	0.057443417784462686
C04	Lysine_3TMS	1	0.0005139030020183495
C04	Maleamic acid_2TMS isomer 1	2	0.008525478372426863
C04	Maleamic acid_2TMS isomer 2	1	0.0015583049445339074
C04	Maleamic acid_3TMS	6	0.009164183437487351
C04	Maltose_8TMS isomer 1	6	0.25875602073302595
C04	Maltose_8TMS isomer 2	7	0.2600307891709669
C04	Maltotriose_11TMS isomer 1	7	0.20922545292453806
C04	Maltotriose_11TMS isomer 2	5	0.2205516857114786
C04	Mannitol_6TMS	8	0.4561013363914762
C04	Mannose_5TMS isomer 1	13	0.2264419780724559
C04	Mannose_5TMS isomer 2	9	0.19691209730162787
C04	Melatonin_1TMS	1	0.00014869976324068115
C04	Methionine sulfoxide_3TMS	4	0.011237564978062962
C04	Methyl-3-indolylacetate_1TMS	1	0.0003854494640775041
C04	Methylnicotinamide_1TMS	2	0.0012741333411889946
C04	Myo-inositol_6TMS	3	0.5252370589844428
C04	Myristic acid_1TMS	3	0.03907173294997118
C04	Nicotinic acid_1TMS	1	0.0034478870753962645
C04	Norvaline_2TMS	1	2.991078127365631e-05
C04	Norvaline_3TMS	3	0.0021642253944942035
C04	Palmitic acid_1TMS	4	0.05662765269234076
C04	Palmitoleic acid_1TMS	3	0.06416062376289516
C04	Pregnenolone_1TMS	1	4.996741830751249e-05
C04	Progesterone	2	0.0003683214610950855
C04	Proline_2TMS	1	0.0012578217959901626
C04	Ribitol_5TMS	8	0.7140274229990742
C04	Ribose_4TMS	11	0.8566340482006679
C04	Sarcosine_2TMS	1	0.0001319334032359723
C04	Sebacid acid_2TMS	5	0.14940216380432156
C04	Serine_4TMS	6	0.002011296375448921
C04	Shikimic acid_4TMS	1	0.021351888585564745
C04	Sorbitol_6TMS	7	0.4962318275346238
C04	Spermidine_4TMS	2	0.031361031519156916
C04	Spermine_derivative	1	0.00015779319476645328
C04	Stearic acid_1TMS	3	0.04947094862669765
C04	Stigmasterol_1TMS	1	1.6714698621736158e-05
C04	Suberic acid_2TMS	5	0.11975325493618864
C04	Succinic acid_1TMS	1	0.005247396202785972
C04	Sucrose_8TMS	4	0.317059466447901
C04	Syringic acid_2TMS	1	0.0002970322108745088
C04	Tetradecanedioic acid_2TMS	5	0.2642126623397122
C04	Theanine_2TMS	1	0.0005046332617908367
C04	Theanine_3TMS	1	0.00023420049717540726
C04	Threonic acid_4TMS	6	0.1938070809640224
C04	Threonine_3TMS spectra 1	3	0.0006222484243478769
C04	Threonine_3TMS spectra 2	1	0.0010773671671422034
C04	Tryptamine_2TMS	1	4.7621611719173874e-05
C04	Tryptophol_2TMS	1	0.0019851829650339744
C04	Urea_3TMS	2	0.0024845216888700864
C04	Uric acid_4TMS	1	0.001800022476838766
C04	Uridine_4TMS isomer 1	8	0.5336842330344912
C04	Uridine_4TMS isomer 2	6	0.510561538519627
C04	Vanillic acid_2TMS	1	0.00031838093914772
C04	Xylose_4TMS	11	0.814036567598445
C04	alpha-Tocopherol_1TMS	1	6.396136759469824e-05
C04	beta-Alanine_3TMS	2	0.00030637878963428775
C04	beta-Sitosterol_1TMS	2	0.00035654063147383424
C04	cis-Caffeic acid_3TMS	1	0.0020634241059180073
C04	gamma-Aminobutyric acid_2TMS	2	0.00303036943270585
C04	gamma-Aminobutyric acid_3TMS	1	0.0006275065847347191
C05	Acetylalanine_2TMS	1	0.020459295443215304
C05	Dehydrocholesterol_1TMS	1	0.0016821386172397779
C05	Glucose-6-phosphate_6TMS isomer 1	5	0.05156281293865271
C05	Glucose-6-phosphate_6TMS isomer 2	4	0.03139690863765588
C05	Homogentisic acid_3TMS	1	0.0005755187199776731
C05	Phosphoserine_4TMS	5	0.03859394151293336
C05	Syringic acid_2TMS	2	0.005120520209521893
C05	beta-Sitosterol_1TMS	1	0.0007181829121230228
C05	cis-Caffeic acid_3TMS	1	0.0008907637831903594
C06	1-Octadecanol_1TMS	1	0.0017683253434389184
C06	2-Deoxyglucose_4TMS	1	0.0007661065604971443
C06	2-Oxoadipic acid_2TMS isomer 1	1	0.02484813769056494
C06	3-Indolepropionic acid_1TMS	2	0.0008158647304972411
C06	4-Hydroxy-3methoxyphenylacetic acid_2TMS	1	0.00011906393182920848
C06	5-Methylcytidine_4TMS isomer 1	2	0.003098401321545354
C06	5-Methylcytidine_4TMS isomer 2	2	0.0003939018083327301
C06	7-Dehydrocholesterol_1TMS	5	0.006983524209926552
C06	Acetylglucosamine_5TMS isomer 1	1	0.00737485331583342
C06	Acetylglutamine_2TMS	1	0.004517405111364504
C06	Acetylmethionine_1TMS	1	0.0072895057635817455
C06	Acetylphenylalanine_1TMS	2	0.0025099871204119946
C06	Acetylserotonin_2TMS isomer 2	4	0.008525765140238117
C06	Acetyltryptophan_2TMS isomer 2	1	0.0026924111616444557
C06	Adenine_2TMS	1	2.9931373679954725e-05
C06	Adenosine_5TMS	4	0.008570678803819759
C06	Ascorbic acid_4TMS	1	0.0022114652122594376
C06	Aspartic acid_4TMS	3	0.10977580496527167
C06	Cholestanol_1TMS	2	0.0006059418094035801
C06	Cholestatrienol_1TMS	7	0.024211194897857342
C06	Cholestenone	4	0.008547335828025051
C06	Cotinine	1	0.01432621542795186
C06	Cysteine_3TMS	2	0.01363841986929749
C06	Cystine_4TMS	6	0.011193676254217085
C06	Cytidine_5TMS	1	0.010832477174594944
C06	Dehydrocholesterol_1TMS	6	0.006187418339988998
C06	Dehydroergosterol_1TMS	6	0.040120289558978166
C06	Dehydroestradiol_2TMS	4	0.0058636021270158005
C06	Deoxycholic acid_3TMS	1	0.002771108533585815
C06	Dopamine_3TMS	3	0.0026975835210663783
C06	Ergocalciferol_TMS	5	0.005759713671394205
C06	Ergosterol_1TMS	3	0.003980127377820043
C06	Estrone_1TMS	2	0.0026450149847501267
C06	Gallic acid_4TMS	2	0.013733700756132328
C06	Gluconic acid_6TMS	2	0.016079808834203273
C06	Gluconolactone	1	0.0015344413876093575
C06	Glucose-6-phosphate_6TMS isomer 1	1	0.003804579195867475
C06	Glucose-6-phosphate_6TMS isomer 2	2	0.03497008400644154
C06	Glucuro-3,6-lactone_3TMS isomer 2	5	0.10809457963994563
C06	Glutamic acid_2TMS	1	3.852327344898631e-05
C06	Histidine_4TMS	2	0.009282347405479608
C06	Homogentisic acid_3TMS	1	0.0033076004578206355
C06	Homoveratric_acid_1TMS	1	0.0005825078491068066
C06	Indole-3-acetamide_3TMS	1	6.566369739357408e-05
C06	Indole-3-acetic acid_1TMS	2	0.0013837093651915438
C06	Kynurenine_2TMS	2	0.0002897086640365028
C06	Kynurenine_4TMS	7	0.01862198784549117
C06	Lithocholic acid_2TMS	2	0.004413500393714671
C06	Maleic acid_2TMS	1	0.003028345204728974
C06	Maltotriose_11TMS isomer 2	2	0.0041093758817980905
C06	Melatonin_1TMS	1	0.0018802921134782168
C06	Methyl-3-indolylacetate_1TMS	1	9.362401501302284e-05
C06	Methylnicotinamide	1	0.0937836138269074
C06	Methylnicotinamide_1TMS	1	0.01897249876801128
C06	Myristic acid_1TMS	3	0.08080046011076855
C06	Norvaline_3TMS	1	0.0007392491027507289
C06	Phosphoserine_4TMS	2	0.05125394056006837
C06	Pregnenolone_1TMS	4	0.003114117382451541
C06	Progesterone	3	0.006029892442716859
C06	Proline_2TMS	1	0.0018670779822277305
C06	Spermidine_4TMS	5	0.029416612950838087
C06	Spermine_derivative	2	0.00035455963348064143
C06	Stigmasterol_1TMS	5	0.003514523694977459
C06	Suberic acid_2TMS	1	0.0006755103688058468
C06	Syringic acid_2TMS	1	2.0659715517231954e-05
C06	Taurine_3TMS	1	0.07854776349061439
C06	Threonine_3TMS spectra 2	3	0.009787805358305526
C06	Thymol_1TMS	2	0.02918790459443237
C06	Tryptamine_3TMS	5	0.01447244851432684
C06	Tryptamine_derivative	1	0.01030760488784255
C06	Tryptophan_derivative	1	0.0004216482788192382
C06	Tryptophol_1TMS	2	0.0007160056000449072
C06	Uric acid_4TMS	2	0.002928657931330524
C06	Uridine_4TMS isomer 2	2	0.01178469913482634
C06	beta-Sitosterol_1TMS	9	0.05633182848812158
C06	cis-Caffeic acid_3TMS	2	0.00038190368955999
C07	2-Deoxyglucose_4TMS	1	0.00027953066044556337
C07	2-Methylmalonic acid_2TMS	1	2.9659280255534595e-05
C07	2-Oxoadipic acid_2TMS isomer 2	1	0.00018101754544936886
C07	3-Methylglutaric acid_2TMS	3	0.0035669536649937782
C07	5-Methylcytidine_4TMS isomer 1	2	0.011663240803730013
C07	5-Methylcytidine_4TMS isomer 2	2	0.004455018774351751
C07	Acetylaspartic acid_2TMS	2	0.0018671532904652344
C07	Acetylaspartic acid_3TMS	1	0.00022089711058659677
C07	Acetylgalactosamine_4TMS	1	0.00023529577288666065
C07	Acetylgalactosamine_5TMS isomer 1	1	0.00025503579341657986
C07	Acetylglucosamine_5TMS isomer 2	1	0.0004944965015758164
C07	Acetylglutamic acid_2TMS	1	0.0002034236519073686
C07	Acetylglutamic acid_3TMS	1	0.0003619685860805081
C07	Acetylglutamine_3TMS	1	0.0003257648011456211
C07	Acetylleucine_1TMS	1	0.002093612306866814
C07	Acetylmethionine_1TMS	2	0.0002631497815543281
C07	Acetylphenylalanine_1TMS	2	0.00034688662843143804
C07	Acetylserine_2TMS	2	0.0010000961501908884
C07	Adenosine_4TMS	2	0.007617906498865003
C07	Adenosine_5TMS	2	0.0020959766209456858
C07	Allose_5TMS isomer 1	1	0.00020934772179132343
C07	Allose_5TMS isomer 2	1	0.00023139675837496656
C07	Arabitol_5TMS	1	0.00019389881823493558
C07	Arabitol_5TMS	1	0.00019506317747911036
C07	Arabitol_5TMS	1	0.00019389881823493558
